id,question,answer,image_source,category,response
7561,"Which is true? There is no donut in the image. Or, yes, there is a donut in the image.",no,COCO_val2014_000000408757,random,no
7562,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",yes,COCO_val2014_000000408757,random,yes
7563,"Which is true? There is no remote in the image. Or, yes, there is a remote in the image.",no,COCO_val2014_000000408757,random,no
7564,"Which is true? There is no umbrella in the image. Or, yes, there is a umbrella in the image.",yes,COCO_val2014_000000408757,random,no
7565,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",no,COCO_val2014_000000408757,random,no
7566,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000550691,random,yes
7567,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",no,COCO_val2014_000000550691,random,no
7568,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000550691,random,yes
7569,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",no,COCO_val2014_000000550691,random,yes
7570,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",yes,COCO_val2014_000000550691,random,yes
7571,"Which is true? There is no frisbee in the image. Or, yes, there is a frisbee in the image.",no,COCO_val2014_000000550691,random,yes
7572,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000204100,random,yes
7573,"Which is true? There is no fire hydrant in the image. Or, yes, there is a fire hydrant in the image.",no,COCO_val2014_000000204100,random,yes
7574,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000204100,random,yes
7575,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",no,COCO_val2014_000000204100,random,no
7576,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000204100,random,yes
7577,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",no,COCO_val2014_000000204100,random,yes
7578,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000468169,random,yes
7579,"Which is true? There is no oven in the image. Or, yes, there is a oven in the image.",no,COCO_val2014_000000468169,random,no
7580,"Which is true? There is no bench in the image. Or, yes, there is a bench in the image.",yes,COCO_val2014_000000468169,random,yes
7581,"Which is true? There is no parking meter in the image. Or, yes, there is a parking meter in the image.",no,COCO_val2014_000000468169,random,no
7582,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000468169,random,yes
7583,"Which is true? There is no donut in the image. Or, yes, there is a donut in the image.",no,COCO_val2014_000000468169,random,no
7584,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000198312,random,no
7585,"Which is true? There is no mouse in the image. Or, yes, there is a mouse in the image.",no,COCO_val2014_000000198312,random,no
7586,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000198312,random,no
7587,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",no,COCO_val2014_000000198312,random,no
7588,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",yes,COCO_val2014_000000198312,random,no
7589,"Which is true? There is no toilet in the image. Or, yes, there is a toilet in the image.",no,COCO_val2014_000000198312,random,no
7590,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000485485,random,yes
7591,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",no,COCO_val2014_000000485485,random,no
7592,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000485485,random,yes
7593,"Which is true? There is no horse in the image. Or, yes, there is a horse in the image.",no,COCO_val2014_000000485485,random,no
7594,"Which is true? There is no elephant in the image. Or, yes, there is a elephant in the image.",yes,COCO_val2014_000000485485,random,no
7595,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",no,COCO_val2014_000000485485,random,no
7596,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000309371,random,no
7597,"Which is true? There is no giraffe in the image. Or, yes, there is a giraffe in the image.",no,COCO_val2014_000000309371,random,no
7598,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000309371,random,yes
7599,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",no,COCO_val2014_000000309371,random,no
7600,"Which is true? There is no bench in the image. Or, yes, there is a bench in the image.",yes,COCO_val2014_000000309371,random,yes
7601,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",no,COCO_val2014_000000309371,random,no
7602,"Which is true? There is no bird in the image. Or, yes, there is a bird in the image.",yes,COCO_val2014_000000472143,random,yes
7603,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",no,COCO_val2014_000000472143,random,no
7604,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000472143,random,yes
7605,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",no,COCO_val2014_000000472143,random,yes
7606,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000472143,random,no
7607,"Which is true? There is no frisbee in the image. Or, yes, there is a frisbee in the image.",no,COCO_val2014_000000472143,random,yes
7608,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000236023,random,yes
7609,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",no,COCO_val2014_000000236023,random,no
7610,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000236023,random,no
7611,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000236023,random,no
7612,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000236023,random,no
7613,"Which is true? There is no bird in the image. Or, yes, there is a bird in the image.",no,COCO_val2014_000000236023,random,no
7614,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",yes,COCO_val2014_000000214244,random,yes
7615,"Which is true? There is no fork in the image. Or, yes, there is a fork in the image.",no,COCO_val2014_000000214244,random,yes
7616,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000214244,random,yes
7617,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",no,COCO_val2014_000000214244,random,no
7618,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",yes,COCO_val2014_000000214244,random,no
7619,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",no,COCO_val2014_000000214244,random,yes
7620,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",yes,COCO_val2014_000000397665,random,yes
7621,"Which is true? There is no baseball bat in the image. Or, yes, there is a baseball bat in the image.",no,COCO_val2014_000000397665,random,no
7622,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000397665,random,yes
7623,"Which is true? There is no toilet in the image. Or, yes, there is a toilet in the image.",no,COCO_val2014_000000397665,random,no
7624,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000397665,random,no
7625,"Which is true? There is no toothbrush in the image. Or, yes, there is a toothbrush in the image.",no,COCO_val2014_000000397665,random,yes
7626,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000183965,random,no
7627,"Which is true? There is no broccoli in the image. Or, yes, there is a broccoli in the image.",no,COCO_val2014_000000183965,random,no
7628,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",yes,COCO_val2014_000000183965,random,yes
7629,"Which is true? There is no frisbee in the image. Or, yes, there is a frisbee in the image.",no,COCO_val2014_000000183965,random,no
7630,"Which is true? There is no hot dog in the image. Or, yes, there is a hot dog in the image.",yes,COCO_val2014_000000183965,random,no
7631,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",no,COCO_val2014_000000183965,random,no
7632,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000499105,random,yes
7633,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",no,COCO_val2014_000000499105,random,yes
7634,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000499105,random,no
7635,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000499105,random,no
7636,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",yes,COCO_val2014_000000499105,random,yes
7637,"Which is true? There is no hot dog in the image. Or, yes, there is a hot dog in the image.",no,COCO_val2014_000000499105,random,no
7638,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",yes,COCO_val2014_000000259755,random,yes
7639,"Which is true? There is no skateboard in the image. Or, yes, there is a skateboard in the image.",no,COCO_val2014_000000259755,random,no
7640,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000259755,random,yes
7641,"Which is true? There is no cat in the image. Or, yes, there is a cat in the image.",no,COCO_val2014_000000259755,random,no
7642,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000259755,random,no
7643,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",no,COCO_val2014_000000259755,random,no
7644,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",yes,COCO_val2014_000000281028,random,yes
7645,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000281028,random,yes
7646,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000281028,random,yes
7647,"Which is true? There is no wine glass in the image. Or, yes, there is a wine glass in the image.",no,COCO_val2014_000000281028,random,yes
7648,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000281028,random,yes
7649,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000281028,random,yes
7650,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",yes,COCO_val2014_000000199122,random,yes
7651,"Which is true? There is no cake in the image. Or, yes, there is a cake in the image.",no,COCO_val2014_000000199122,random,no
7652,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000199122,random,yes
7653,"Which is true? There is no refrigerator in the image. Or, yes, there is a refrigerator in the image.",no,COCO_val2014_000000199122,random,yes
7654,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000199122,random,yes
7655,"Which is true? There is no cat in the image. Or, yes, there is a cat in the image.",no,COCO_val2014_000000199122,random,no
7656,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000442809,random,yes
7657,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",no,COCO_val2014_000000442809,random,yes
7658,"Which is true? There is no cake in the image. Or, yes, there is a cake in the image.",yes,COCO_val2014_000000442809,random,yes
7659,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",no,COCO_val2014_000000442809,random,no
7660,"Which is true? There is no cup in the image. Or, yes, there is a cup in the image.",yes,COCO_val2014_000000442809,random,yes
7661,"Which is true? There is no toilet in the image. Or, yes, there is a toilet in the image.",no,COCO_val2014_000000442809,random,yes
7662,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000482829,random,yes
7663,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",no,COCO_val2014_000000482829,random,no
7664,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000482829,random,no
7665,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",no,COCO_val2014_000000482829,random,no
7666,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",yes,COCO_val2014_000000482829,random,yes
7667,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000482829,random,no
7668,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000097994,random,yes
7669,"Which is true? There is no toothbrush in the image. Or, yes, there is a toothbrush in the image.",no,COCO_val2014_000000097994,random,yes
7670,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000097994,random,yes
7671,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",no,COCO_val2014_000000097994,random,yes
7672,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000097994,random,no
7673,"Which is true? There is no skateboard in the image. Or, yes, there is a skateboard in the image.",no,COCO_val2014_000000097994,random,yes
7674,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",yes,COCO_val2014_000000246999,random,yes
7675,"Which is true? There is no hot dog in the image. Or, yes, there is a hot dog in the image.",no,COCO_val2014_000000246999,random,no
7676,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000246999,random,yes
7677,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",no,COCO_val2014_000000246999,random,no
7678,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000246999,random,yes
7679,"Which is true? There is no surfboard in the image. Or, yes, there is a surfboard in the image.",no,COCO_val2014_000000246999,random,yes
7680,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",yes,COCO_val2014_000000338291,random,yes
7681,"Which is true? There is no carrot in the image. Or, yes, there is a carrot in the image.",no,COCO_val2014_000000338291,random,no
7682,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000338291,random,no
7683,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000338291,random,no
7684,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000338291,random,yes
7685,"Which is true? There is no cell phone in the image. Or, yes, there is a cell phone in the image.",no,COCO_val2014_000000338291,random,no
7686,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000331366,random,no
7687,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000331366,random,no
7688,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000331366,random,yes
7689,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",no,COCO_val2014_000000331366,random,no
7690,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",yes,COCO_val2014_000000331366,random,yes
7691,"Which is true? There is no boat in the image. Or, yes, there is a boat in the image.",no,COCO_val2014_000000331366,random,no
7692,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",yes,COCO_val2014_000000348524,random,yes
7693,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000348524,random,yes
7694,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000348524,random,yes
7695,"Which is true? There is no cat in the image. Or, yes, there is a cat in the image.",no,COCO_val2014_000000348524,random,no
7696,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",yes,COCO_val2014_000000348524,random,no
7697,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",no,COCO_val2014_000000348524,random,yes
7698,"Which is true? There is no sandwich in the image. Or, yes, there is a sandwich in the image.",yes,COCO_val2014_000000108189,random,yes
7699,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",no,COCO_val2014_000000108189,random,yes
7700,"Which is true? There is no fork in the image. Or, yes, there is a fork in the image.",yes,COCO_val2014_000000108189,random,yes
7701,"Which is true? There is no refrigerator in the image. Or, yes, there is a refrigerator in the image.",no,COCO_val2014_000000108189,random,yes
7702,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000108189,random,yes
7703,"Which is true? There is no umbrella in the image. Or, yes, there is a umbrella in the image.",no,COCO_val2014_000000108189,random,no
7704,"Which is true? There is no tv in the image. Or, yes, there is a tv in the image.",yes,COCO_val2014_000000301575,random,yes
7705,"Which is true? There is no toilet in the image. Or, yes, there is a toilet in the image.",no,COCO_val2014_000000301575,random,no
7706,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000301575,random,yes
7707,"Which is true? There is no toothbrush in the image. Or, yes, there is a toothbrush in the image.",no,COCO_val2014_000000301575,random,yes
7708,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000301575,random,no
7709,"Which is true? There is no cow in the image. Or, yes, there is a cow in the image.",no,COCO_val2014_000000301575,random,yes
7710,"Which is true? There is no baseball glove in the image. Or, yes, there is a baseball glove in the image.",yes,COCO_val2014_000000239773,random,yes
7711,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",no,COCO_val2014_000000239773,random,no
7712,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000239773,random,yes
7713,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",no,COCO_val2014_000000239773,random,no
7714,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000239773,random,no
7715,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",no,COCO_val2014_000000239773,random,no
7716,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000354976,random,yes
7717,"Which is true? There is no giraffe in the image. Or, yes, there is a giraffe in the image.",no,COCO_val2014_000000354976,random,yes
7718,"Which is true? There is no clock in the image. Or, yes, there is a clock in the image.",yes,COCO_val2014_000000354976,random,yes
7719,"Which is true? There is no tie in the image. Or, yes, there is a tie in the image.",no,COCO_val2014_000000354976,random,yes
7720,"Which is true? There is no laptop in the image. Or, yes, there is a laptop in the image.",yes,COCO_val2014_000000354976,random,yes
7721,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",no,COCO_val2014_000000354976,random,yes
7722,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000473199,random,yes
7723,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",no,COCO_val2014_000000473199,random,yes
7724,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000473199,random,no
7725,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",no,COCO_val2014_000000473199,random,no
7726,"Which is true? There is no potted plant in the image. Or, yes, there is a potted plant in the image.",yes,COCO_val2014_000000473199,random,yes
7727,"Which is true? There is no bench in the image. Or, yes, there is a bench in the image.",no,COCO_val2014_000000473199,random,yes
7728,"Which is true? There is no backpack in the image. Or, yes, there is a backpack in the image.",yes,COCO_val2014_000000311759,random,no
7729,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",no,COCO_val2014_000000311759,random,no
7730,"Which is true? There is no teddy bear in the image. Or, yes, there is a teddy bear in the image.",yes,COCO_val2014_000000311759,random,yes
7731,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000311759,random,no
7732,"Which is true? There is no bear in the image. Or, yes, there is a bear in the image.",yes,COCO_val2014_000000311759,random,yes
7733,"Which is true? There is no sheep in the image. Or, yes, there is a sheep in the image.",no,COCO_val2014_000000311759,random,no
7734,"Which is true? There is no dog in the image. Or, yes, there is a dog in the image.",yes,COCO_val2014_000000431615,random,yes
7735,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",no,COCO_val2014_000000431615,random,no
7736,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000431615,random,yes
7737,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",no,COCO_val2014_000000431615,random,no
7738,"Which is true? There is no boat in the image. Or, yes, there is a boat in the image.",yes,COCO_val2014_000000431615,random,yes
7739,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",no,COCO_val2014_000000431615,random,yes
7740,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000343401,random,yes
7741,"Which is true? There is no pizza in the image. Or, yes, there is a pizza in the image.",no,COCO_val2014_000000343401,random,no
7742,"Which is true? There is no dog in the image. Or, yes, there is a dog in the image.",yes,COCO_val2014_000000343401,random,yes
7743,"Which is true? There is no sink in the image. Or, yes, there is a sink in the image.",no,COCO_val2014_000000343401,random,yes
7744,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000343401,random,yes
7745,"Which is true? There is no stop sign in the image. Or, yes, there is a stop sign in the image.",no,COCO_val2014_000000343401,random,no
7746,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000246199,random,yes
7747,"Which is true? There is no dog in the image. Or, yes, there is a dog in the image.",no,COCO_val2014_000000246199,random,yes
7748,"Which is true? There is no orange in the image. Or, yes, there is a orange in the image.",yes,COCO_val2014_000000246199,random,no
7749,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",no,COCO_val2014_000000246199,random,yes
7750,"Which is true? There is no dining table in the image. Or, yes, there is a dining table in the image.",yes,COCO_val2014_000000246199,random,yes
7751,"Which is true? There is no keyboard in the image. Or, yes, there is a keyboard in the image.",no,COCO_val2014_000000246199,random,yes
7752,"Which is true? There is no bird in the image. Or, yes, there is a bird in the image.",yes,COCO_val2014_000000372009,random,yes
7753,"Which is true? There is no horse in the image. Or, yes, there is a horse in the image.",no,COCO_val2014_000000372009,random,yes
7754,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",yes,COCO_val2014_000000372009,random,yes
7755,"Which is true? There is no toilet in the image. Or, yes, there is a toilet in the image.",no,COCO_val2014_000000372009,random,no
7756,"Which is true? There is no teddy bear in the image. Or, yes, there is a teddy bear in the image.",yes,COCO_val2014_000000372009,random,yes
7757,"Which is true? There is no suitcase in the image. Or, yes, there is a suitcase in the image.",no,COCO_val2014_000000372009,random,no
7758,"Which is true? There is no banana in the image. Or, yes, there is a banana in the image.",yes,COCO_val2014_000000346707,random,yes
7759,"Which is true? There is no kite in the image. Or, yes, there is a kite in the image.",no,COCO_val2014_000000346707,random,yes
7760,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",yes,COCO_val2014_000000346707,random,yes
7761,"Which is true? There is no horse in the image. Or, yes, there is a horse in the image.",no,COCO_val2014_000000346707,random,no
7762,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000346707,random,yes
7763,"Which is true? There is no toothbrush in the image. Or, yes, there is a toothbrush in the image.",no,COCO_val2014_000000346707,random,yes
7764,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000501898,random,yes
7765,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",no,COCO_val2014_000000501898,random,no
7766,"Which is true? There is no sports ball in the image. Or, yes, there is a sports ball in the image.",yes,COCO_val2014_000000501898,random,no
7767,"Which is true? There is no broccoli in the image. Or, yes, there is a broccoli in the image.",no,COCO_val2014_000000501898,random,no
7768,"Which is true? There is no tennis racket in the image. Or, yes, there is a tennis racket in the image.",yes,COCO_val2014_000000501898,random,yes
7769,"Which is true? There is no vase in the image. Or, yes, there is a vase in the image.",no,COCO_val2014_000000501898,random,no
7770,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000281766,random,yes
7771,"Which is true? There is no umbrella in the image. Or, yes, there is a umbrella in the image.",no,COCO_val2014_000000281766,random,no
7772,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",yes,COCO_val2014_000000281766,random,yes
7773,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",no,COCO_val2014_000000281766,random,no
7774,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",yes,COCO_val2014_000000281766,random,no
7775,"Which is true? There is no bed in the image. Or, yes, there is a bed in the image.",no,COCO_val2014_000000281766,random,no
7776,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000245448,random,no
7777,"Which is true? There is no handbag in the image. Or, yes, there is a handbag in the image.",no,COCO_val2014_000000245448,random,no
7778,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000245448,random,yes
7779,"Which is true? There is no donut in the image. Or, yes, there is a donut in the image.",no,COCO_val2014_000000245448,random,no
7780,"Which is true? There is no motorcycle in the image. Or, yes, there is a motorcycle in the image.",yes,COCO_val2014_000000245448,random,yes
7781,"Which is true? There is no scissors in the image. Or, yes, there is a scissors in the image.",no,COCO_val2014_000000245448,random,yes
7782,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000510138,random,yes
7783,"Which is true? There is no oven in the image. Or, yes, there is a oven in the image.",no,COCO_val2014_000000510138,random,no
7784,"Which is true? There is no wine glass in the image. Or, yes, there is a wine glass in the image.",yes,COCO_val2014_000000510138,random,yes
7785,"Which is true? There is no horse in the image. Or, yes, there is a horse in the image.",no,COCO_val2014_000000510138,random,no
7786,"Which is true? There is no couch in the image. Or, yes, there is a couch in the image.",yes,COCO_val2014_000000510138,random,no
7787,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000510138,random,no
7788,"Which is true? There is no truck in the image. Or, yes, there is a truck in the image.",yes,COCO_val2014_000000001171,random,no
7789,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",no,COCO_val2014_000000001171,random,no
7790,"Which is true? There is no train in the image. Or, yes, there is a train in the image.",yes,COCO_val2014_000000001171,random,yes
7791,"Which is true? There is no bowl in the image. Or, yes, there is a bowl in the image.",no,COCO_val2014_000000001171,random,no
7792,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000001171,random,no
7793,"Which is true? There is no spoon in the image. Or, yes, there is a spoon in the image.",no,COCO_val2014_000000001171,random,yes
7794,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000100238,random,yes
7795,"Which is true? There is no skis in the image. Or, yes, there is a skis in the image.",no,COCO_val2014_000000100238,random,no
7796,"Which is true? There is no bottle in the image. Or, yes, there is a bottle in the image.",yes,COCO_val2014_000000100238,random,no
7797,"Which is true? There is no bicycle in the image. Or, yes, there is a bicycle in the image.",no,COCO_val2014_000000100238,random,yes
7798,"Which is true? There is no frisbee in the image. Or, yes, there is a frisbee in the image.",yes,COCO_val2014_000000100238,random,yes
7799,"Which is true? There is no carrot in the image. Or, yes, there is a carrot in the image.",no,COCO_val2014_000000100238,random,no
7800,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000465418,random,no
7801,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000465418,random,yes
7802,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000465418,random,yes
7803,"Which is true? There is no bird in the image. Or, yes, there is a bird in the image.",no,COCO_val2014_000000465418,random,yes
7804,"Which is true? There is no bus in the image. Or, yes, there is a bus in the image.",yes,COCO_val2014_000000465418,random,yes
7805,"Which is true? There is no knife in the image. Or, yes, there is a knife in the image.",no,COCO_val2014_000000465418,random,yes
7806,"Which is true? There is no car in the image. Or, yes, there is a car in the image.",yes,COCO_val2014_000000392364,random,yes
7807,"Which is true? There is no chair in the image. Or, yes, there is a chair in the image.",no,COCO_val2014_000000392364,random,yes
7808,"Which is true? There is no traffic light in the image. Or, yes, there is a traffic light in the image.",yes,COCO_val2014_000000392364,random,no
7809,"Which is true? There is no scissors in the image. Or, yes, there is a scissors in the image.",no,COCO_val2014_000000392364,random,yes
7810,"Which is true? There is no person in the image. Or, yes, there is a person in the image.",yes,COCO_val2014_000000392364,random,yes
7811,"Which is true? There is no book in the image. Or, yes, there is a book in the image.",no,COCO_val2014_000000392364,random,yes
7812,"Which is true? There is no snowboard in the image. Or, yes, there is a snowboard in the image.",yes,COCO_val2014_000000188958,random,yes
